employee_id,year,total_time,time_period_1,time_period_2,time_period_3,break_1,break_2,num_breaks,close_break,break_required,illegal_breaks_max,illegal_breaks_min,violations_max,violations_min,pay_rate,expected_pay,true_pay_max,true_pay_min,violation_loss_max,violation_loss_min,Unnamed: 21,Unnamed: 22,Unnamed: 23
9037,2024,7.916666667,4.433333333,3.483333333,0.0,31,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,5.883333333,4.383333333,1.5,0.0,32,0,1,0,C,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.85,4.333333333,3.516666667,0.0,32,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.933333334,4.35,3.583333333,0.0,32,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,8.016666667,4.333333333,3.683333333,0.0,34,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,5.916666667,4.483333333,1.433333333,0.0,32,0,1,0,C,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,8.0,4.5,3.5,0.0,0,0,0,0,Y,VIOLATION,VIOLATION,1,1,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,8.5,4.0,4.5,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.5,4.0,3.5,0.0,33,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,8.75,3.25,5.5,0.0,33,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,8.5,3.0,5.5,0.0,34,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,8.5,3.0,5.5,0.0,32,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.133333334,3.466666667,3.666666667,0.0,36,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,8.066666667,4.4,3.666666667,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.966666667,4.5,3.466666667,0.0,31,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,6.816666667,4.366666667,2.45,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.8,4.45,3.35,0.0,32,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.833333333,4.383333333,3.45,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.766666667,4.333333333,3.433333333,0.0,31,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,4.516666667,4.516666667,0.0,0.0,30,0,1,0,N,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.883333333,4.566666667,3.316666667,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.983333333,4.616666667,3.366666667,0.0,32,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.9,4.566666667,3.333333333,0.0,33,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.9,4.35,3.55,0.0,32,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.8,4.333333333,3.466666667,0.0,31,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.633333333,4.233333333,3.4,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,8.0,4.433333333,3.566666667,0.0,31,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.933333333,4.416666667,3.516666667,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.833333333,4.483333333,3.35,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.883333333,4.5,3.383333333,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.966666667,4.366666667,3.6,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,6.8,4.383333333,2.416666667,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.916666667,4.383333333,3.533333333,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.933333333,4.316666667,3.616666667,0.0,31,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.85,4.45,3.4,0.0,31,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.866666667,4.416666667,3.45,0.0,31,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.533333333,4.633333333,2.9,0.0,32,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.833333333,4.433333333,3.4,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.55,4.45,3.1,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.916666667,4.466666667,3.45,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,6.266666667,4.366666667,1.9,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.983333334,4.416666667,3.566666667,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.95,4.35,3.6,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.816666667,4.316666667,3.5,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.916666667,4.333333333,3.583333333,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.95,4.283333333,3.666666667,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,6.05,4.333333333,1.716666667,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.95,4.333333333,3.616666667,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.85,4.25,3.6,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.883333333,4.333333333,3.55,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2024,7.9,4.366666667,3.533333333,0.0,30,0,1,0,Y,OK,OK,0,0,,0.0,0.0,0.0,0.0,0.0,,,
9037,2021,4.5,4.5,0.0,0.0,27,0,1,1,N,OK,OK,0,0,23.5,105.75,105.75,105.75,0.0,0.0,,,
9037,2021,8.0,4.3,3.7,0.0,25,0,1,0,Y,OK,OK,0,0,23.5,188.0,188.0,188.0,0.0,0.0,,,
9037,2021,8.2,4.416666667,3.783333333,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,192.7,192.7,192.7,0.0,0.0,,,
9037,2021,8.2,4.416666667,3.783333333,0.0,23,0,1,0,Y,OK,OK,0,0,23.5,192.7,192.7,192.7,0.0,0.0,,,
9037,2021,8.033333333,4.3,3.733333333,0.0,24,0,1,0,Y,OK,OK,0,0,23.5,188.7833333,188.7833333,188.7833333,0.0,0.0,,,
9037,2021,8.016666667,4.316666667,3.7,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,188.3916667,188.3916667,188.3916667,0.0,0.0,,,
9037,2021,6.9,4.35,2.55,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,162.15,162.15,162.15,0.0,0.0,,,
9037,2021,8.133333333,4.3,3.833333333,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,191.1333333,191.1333333,191.1333333,0.0,0.0,,,
9037,2021,7.983333333,4.316666667,3.666666667,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,187.6083333,187.6083333,187.6083333,0.0,0.0,,,
9037,2021,7.983333333,4.3,3.683333333,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,187.6083333,187.6083333,187.6083333,0.0,0.0,,,
9037,2021,7.966666667,4.25,3.716666667,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,187.2166667,187.2166667,187.2166667,0.0,0.0,,,
9037,2021,8.133333333,4.433333333,3.7,0.0,29,0,1,0,Y,OK,OK,0,0,23.5,191.1333333,191.1333333,191.1333333,0.0,0.0,,,
9037,2021,7.966666667,4.366666667,3.6,0.0,24,0,1,0,Y,OK,OK,0,0,23.5,187.2166667,187.2166667,187.2166667,0.0,0.0,,,
9037,2021,8.066666667,4.333333333,3.733333333,0.0,31,0,1,0,Y,OK,OK,0,0,23.5,189.5666667,189.5666667,189.5666667,0.0,0.0,,,
9037,2021,8.1,4.333333333,3.766666667,0.0,36,0,1,0,Y,OK,OK,0,0,23.5,190.35,190.35,190.35,0.0,0.0,,,
9037,2021,7.933333333,4.25,3.683333333,0.0,29,0,1,0,Y,OK,OK,0,0,23.5,186.4333333,186.4333333,186.4333333,0.0,0.0,,,
9037,2021,7.6,4.783333333,2.816666667,0.0,21,0,1,0,Y,OK,OK,0,0,23.5,178.6,178.6,178.6,0.0,0.0,,,
9037,2021,8.116666667,4.433333333,3.683333333,0.0,34,0,1,0,Y,OK,OK,0,0,23.5,190.7416667,190.7416667,190.7416667,0.0,0.0,,,
9037,2021,8.083333333,4.533333333,3.55,0.0,32,0,1,0,Y,OK,OK,0,0,23.5,189.9583333,189.9583333,189.9583333,0.0,0.0,,,
9037,2021,11.5,4.25,7.25,0.0,31,0,1,0,Y,OK,OK,0,0,23.5,270.25,270.25,270.25,0.0,0.0,,,
9037,2021,8.5,4.5,4.0,0.0,0,0,0,0,Y,VIOLATION,VIOLATION,1,1,23.5,199.75,223.25,223.25,-23.5,-23.5,,,
9037,2021,8.5,4.5,4.0,0.0,24,0,1,0,Y,OK,OK,0,0,23.5,199.75,199.75,199.75,0.0,0.0,,,
9037,2021,8.5,4.5,4.0,0.0,28,0,1,1,Y,OK,OK,0,0,23.5,199.75,199.75,199.75,0.0,0.0,,,
9037,2021,8.0,4.5,3.5,0.0,21,0,1,0,Y,OK,OK,0,0,23.5,188.0,188.0,188.0,0.0,0.0,,,
9037,2021,8.05,4.333333333,3.716666667,0.0,28,0,1,1,Y,OK,OK,0,0,23.5,189.175,189.175,189.175,0.0,0.0,,,
9037,2021,7.933333333,4.45,3.483333333,0.0,32,0,1,0,Y,OK,OK,0,0,23.5,186.4333333,186.4333333,186.4333333,0.0,0.0,,,
9037,2021,8.0,4.333333333,3.666666667,0.0,31,0,1,0,Y,OK,OK,0,0,23.5,188.0,188.0,188.0,0.0,0.0,,,
9037,2021,7.916666667,4.333333333,3.583333333,0.0,38,0,1,0,Y,OK,OK,0,0,23.5,186.0416667,186.0416667,186.0416667,0.0,0.0,,,
9037,2021,8.05,4.366666667,3.683333333,0.0,33,0,1,0,Y,OK,OK,0,0,23.5,189.175,189.175,189.175,0.0,0.0,,,
9037,2021,8.333333333,4.633333333,3.7,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,195.8333333,195.8333333,195.8333333,0.0,0.0,,,
9037,2021,7.933333333,4.3,3.633333333,0.0,27,0,1,1,Y,OK,OK,0,0,23.5,186.4333333,186.4333333,186.4333333,0.0,0.0,,,
9037,2021,7.95,4.333333333,3.616666667,0.0,26,0,1,1,Y,OK,OK,0,0,23.5,186.825,186.825,186.825,0.0,0.0,,,
9037,2021,7.95,4.333333333,3.616666667,0.0,34,0,1,0,Y,OK,OK,0,0,23.5,186.825,186.825,186.825,0.0,0.0,,,
9037,2021,4.566666667,4.566666667,0.0,0.0,32,0,1,0,N,OK,OK,0,0,23.5,107.3166667,107.3166667,107.3166667,0.0,0.0,,,
9037,2021,8.066666667,4.433333333,3.633333333,0.0,22,0,1,0,Y,OK,OK,0,0,23.5,189.5666667,189.5666667,189.5666667,0.0,0.0,,,
9037,2021,6.9,4.45,2.45,0.0,28,0,1,1,Y,OK,OK,0,0,23.5,162.15,162.15,162.15,0.0,0.0,,,
9037,2021,8.1,4.466666667,3.633333333,0.0,28,0,1,1,Y,OK,OK,0,0,23.5,190.35,190.35,190.35,0.0,0.0,,,
9037,2021,8.016666667,4.466666667,3.55,0.0,29,0,1,0,Y,OK,OK,0,0,23.5,188.3916667,188.3916667,188.3916667,0.0,0.0,,,
9037,2021,7.966666667,4.3,3.666666667,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,187.2166667,187.2166667,187.2166667,0.0,0.0,,,
9037,2021,7.95,4.333333333,3.616666667,0.0,25,0,1,0,Y,OK,OK,0,0,23.5,186.825,186.825,186.825,0.0,0.0,,,
9037,2021,7.9,4.316666667,3.583333333,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,185.65,185.65,185.65,0.0,0.0,,,
9037,2021,7.883333333,4.283333333,3.6,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,185.2583333,185.2583333,185.2583333,0.0,0.0,,,
9037,2021,7.916666667,4.333333333,3.583333333,0.0,31,0,1,0,Y,OK,OK,0,0,23.5,186.0416667,186.0416667,186.0416667,0.0,0.0,,,
9037,2021,8.05,4.35,3.7,0.0,31,0,1,0,Y,OK,OK,0,0,23.5,189.175,189.175,189.175,0.0,0.0,,,
9037,2021,8.533333333,4.383333333,4.15,0.0,31,0,1,0,Y,OK,OK,0,0,23.5,200.5333333,200.5333333,200.5333333,0.0,0.0,,,
9037,2021,7.933333333,4.316666667,3.616666667,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,186.4333333,186.4333333,186.4333333,0.0,0.0,,,
9037,2021,7.916666667,4.3,3.616666667,0.0,34,0,1,0,Y,OK,OK,0,0,23.5,186.0416667,186.0416667,186.0416667,0.0,0.0,,,
9037,2021,7.6,4.433333333,3.166666667,0.0,31,0,1,0,Y,OK,OK,0,0,23.5,178.6,178.6,178.6,0.0,0.0,,,
9037,2021,8.016666667,4.333333333,3.683333333,0.0,30,0,1,0,Y,OK,OK,0,0,23.5,188.3916667,188.3916667,188.3916667,0.0,0.0,,,
9037,2021,8.033333333,4.366666667,3.666666667,0.0,0,0,0,0,Y,VIOLATION,VIOLATION,1,1,23.5,188.7833333,212.2833333,212.2833333,-23.5,-23.5,,,
9037,2021,7.966666667,4.266666667,3.7,0.0,31,0,1,0,Y,OK,OK,0,0,23.5,187.2166667,187.2166667,187.2166667,0.0,0.0,,,
9037,2021,7.966666667,4.333333333,3.633333333,0.0,31,0,1,0,Y,OK,OK,0,0,23.5,187.2166667,187.2166667,187.2166667,0.0,0.0,,,
9037,2021,8.0,4.366666667,3.633333333,0.0,31,0,1,0,Y,OK,OK,0,0,23.5,188.0,188.0,188.0,0.0,0.0,,,
